x-axis,1,REF1
second,Volt,Volt
+486.379200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.380800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.382400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.384000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.385600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.387200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.388800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.390400E-06,+3.171984894180E+00,+3.187939628959E+00
+486.392000E-06,+3.212185898817E+00,+3.187939628959E+00
+486.393600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.395200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.396800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.398400E-06,+3.171984894180E+00,+3.187939628959E+00
+486.400000E-06,+3.212185898818E+00,+3.187939628959E+00
+486.401600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.403200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.404800E-06,+3.171984894179E+00,+3.187939628959E+00
+486.406400E-06,+3.151884391904E+00,+3.187939628959E+00
+486.408000E-06,+3.151884391904E+00,+3.187939628959E+00
+486.409600E-06,+3.212185898819E+00,+3.187939628959E+00
+486.411200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.412800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.414400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.416000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.417600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.419200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.420800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.422400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.424000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.425600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.427200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.428800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.430400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.432000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.433600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.435200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.436800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.438400E-06,+3.292587908011E+00,+3.187939628959E+00
+486.440000E-06,+3.252386903364E+00,+3.187939628959E+00
+486.441600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.443200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.444800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.446400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.448000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.449600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.451200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.452800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.454400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.456000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.457600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.459200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.460800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.462400E-06,+3.171984894172E+00,+3.187939628959E+00
+486.464000E-06,+3.212185898825E+00,+3.187939628959E+00
+486.465600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.467200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.468800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.470400E-06,+3.292587908015E+00,+3.187939628959E+00
+486.472000E-06,+3.252386903360E+00,+3.187939628959E+00
+486.473600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.475200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.476800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.478400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.480000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.481600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.483200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.484800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.486400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.488000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.489600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.491200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.492800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.494400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.496000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.497600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.499200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.500800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.502400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.504000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.505600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.507200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.508800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.510400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.512000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.513600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.515200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.516800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.518400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.520000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.521600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.523200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.524800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.526400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.528000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.529600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.531200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.532800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.534400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.536000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.537600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.539200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.540800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.542400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.544000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.545600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.547200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.548800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.550400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.552000E-06,+3.171984894163E+00,+3.187939628959E+00
+486.553600E-06,+3.212185898835E+00,+3.187939628959E+00
+486.555200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.556800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.558400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.560000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.561600E-06,+3.232286401093E+00,+3.190516616435E+00
+486.563200E-06,+3.232286401093E+00,+3.194639796393E+00
+486.564800E-06,+3.232286401093E+00,+3.198762976351E+00
+486.566400E-06,+3.232286401093E+00,+3.202886156310E+00
+486.568000E-06,+3.232286401093E+00,+3.207009336268E+00
+486.569600E-06,+3.232286401093E+00,+3.211132516227E+00
+486.571200E-06,+3.232286401093E+00,+3.215255696185E+00
+486.572800E-06,+3.232286401093E+00,+3.219378876144E+00
+486.574400E-06,+3.232286401093E+00,+3.223502056102E+00
+486.576000E-06,+3.232286401093E+00,+3.227625236061E+00
+486.577600E-06,+3.232286401093E+00,+3.231748416019E+00
+486.579200E-06,+3.232286401093E+00,+3.235871595978E+00
+486.580800E-06,+3.232286401093E+00,+3.239994775936E+00
+486.582400E-06,+3.232286401093E+00,+3.244117955894E+00
+486.584000E-06,+3.232286401093E+00,+3.248241135853E+00
+486.585600E-06,+3.232286401093E+00,+3.252364315811E+00
+486.587200E-06,+3.232286401093E+00,+3.256487495770E+00
+486.588800E-06,+3.232286401093E+00,+3.260610675728E+00
+486.590400E-06,+3.232286401093E+00,+3.264733855686E+00
+486.592000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.593600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.595200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.596800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.598400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.600000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.601600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.603200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.604800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.606400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.608000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.609600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.611200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.612800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.614400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.616000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.617600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.619200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.620800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.622400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.624000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.625600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.627200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.628800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.630400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.632000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.633600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.635200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.636800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.638400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.640000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.641600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.643200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.644800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.646400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.648000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.649600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.651200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.652800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.654400E-06,+3.232286401093E+00,+3.267826240650E+00
+486.656000E-06,+3.232286401093E+00,+3.263703060692E+00
+486.657600E-06,+3.232286401093E+00,+3.259579880734E+00
+486.659200E-06,+3.232286401093E+00,+3.255456700775E+00
+486.660800E-06,+3.232286401093E+00,+3.251333520817E+00
+486.662400E-06,+3.232286401093E+00,+3.247210340858E+00
+486.664000E-06,+3.232286401093E+00,+3.243087160900E+00
+486.665600E-06,+3.232286401093E+00,+3.238963980941E+00
+486.667200E-06,+3.232286401093E+00,+3.234840800983E+00
+486.668800E-06,+3.232286401093E+00,+3.230717621025E+00
+486.670400E-06,+3.232286401093E+00,+3.226594441066E+00
+486.672000E-06,+3.232286401093E+00,+3.222471261108E+00
+486.673600E-06,+3.232286401093E+00,+3.218348081149E+00
+486.675200E-06,+3.232286401093E+00,+3.214224901191E+00
+486.676800E-06,+3.232286401093E+00,+3.210101721233E+00
+486.678400E-06,+3.232286401093E+00,+3.205978541274E+00
+486.680000E-06,+3.232286401093E+00,+3.201855361316E+00
+486.681600E-06,+3.232286401093E+00,+3.197732181357E+00
+486.683200E-06,+3.232286401093E+00,+3.193609001399E+00
+486.684800E-06,+3.232286401093E+00,+3.189485821440E+00
+486.686400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.688000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.689600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.691200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.692800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.694400E-06,+3.292587908039E+00,+3.187939628959E+00
+486.696000E-06,+3.252386903336E+00,+3.187939628959E+00
+486.697600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.699200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.700800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.702400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.704000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.705600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.707200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.708800E-06,+3.232286401093E+00,+3.187939628959E+00
+486.710400E-06,+3.232286401093E+00,+3.187939628959E+00
+486.712000E-06,+3.232286401093E+00,+3.187939628959E+00
+486.713600E-06,+3.232286401093E+00,+3.187939628959E+00
+486.715200E-06,+3.232286401093E+00,+3.187939628959E+00
+486.716800E-06,+3.232286401093E+00,+3.188455026456E+00
+486.718400E-06,+3.232286401093E+00,+3.192578206415E+00
+486.720000E-06,+3.232286401093E+00,+3.196701386373E+00
+486.721600E-06,+3.232286401093E+00,+3.200824566332E+00
+486.723200E-06,+3.232286401093E+00,+3.204947746290E+00
+486.724800E-06,+3.232286401093E+00,+3.209070926249E+00
+486.726400E-06,+3.232286401093E+00,+3.213194106207E+00
+486.728000E-06,+3.232286401093E+00,+3.217317286166E+00
+486.729600E-06,+3.232286401093E+00,+3.221440466124E+00
+486.731200E-06,+3.232286401093E+00,+3.225563646082E+00
+486.732800E-06,+3.232286401093E+00,+3.229686826041E+00
+486.734400E-06,+3.232286401093E+00,+3.233810005999E+00
+486.736000E-06,+3.232286401093E+00,+3.237933185958E+00
+486.737600E-06,+3.232286401093E+00,+3.242056365916E+00
+486.739200E-06,+3.232286401093E+00,+3.246179545874E+00
+486.740800E-06,+3.232286401093E+00,+3.250302725833E+00
+486.742400E-06,+3.232286401093E+00,+3.254425905791E+00
+486.744000E-06,+3.232286401093E+00,+3.258549085750E+00
+486.745600E-06,+3.232286401093E+00,+3.262672265708E+00
+486.747200E-06,+3.232286401093E+00,+3.266795445667E+00
+486.748800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.750400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.752000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.753600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.755200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.756800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.758400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.760000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.761600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.763200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.764800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.766400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.768000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.769600E-06,+3.171984894139E+00,+3.268341638148E+00
+486.771200E-06,+3.212185898859E+00,+3.268341638148E+00
+486.772800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.774400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.776000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.777600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.779200E-06,+3.232286401093E+00,+3.267826240650E+00
+486.780800E-06,+3.232286401093E+00,+3.263703060691E+00
+486.782400E-06,+3.232286401093E+00,+3.259579880733E+00
+486.784000E-06,+3.292587908049E+00,+3.255456700774E+00
+486.785600E-06,+3.252386903326E+00,+3.251333520816E+00
+486.787200E-06,+3.232286401093E+00,+3.247210340857E+00
+486.788800E-06,+3.232286401093E+00,+3.243087160899E+00
+486.790400E-06,+3.232286401093E+00,+3.238963980941E+00
+486.792000E-06,+3.232286401093E+00,+3.234840800982E+00
+486.793600E-06,+3.232286401093E+00,+3.230717621024E+00
+486.795200E-06,+3.232286401093E+00,+3.226594441066E+00
+486.796800E-06,+3.232286401093E+00,+3.222471261107E+00
+486.798400E-06,+3.232286401093E+00,+3.218348081149E+00
+486.800000E-06,+3.232286401093E+00,+3.214224901190E+00
+486.801600E-06,+3.171984894135E+00,+3.210101721232E+00
+486.803200E-06,+3.212185898862E+00,+3.205978541273E+00
+486.804800E-06,+3.232286401093E+00,+3.201855361315E+00
+486.806400E-06,+3.232286401093E+00,+3.197732181357E+00
+486.808000E-06,+3.171984894134E+00,+3.193609001398E+00
+486.809600E-06,+3.212185898863E+00,+3.189485821440E+00
+486.811200E-06,+3.232286401093E+00,+3.190516616436E+00
+486.812800E-06,+3.232286401093E+00,+3.194639796395E+00
+486.814400E-06,+3.232286401093E+00,+3.198762976353E+00
+486.816000E-06,+3.232286401093E+00,+3.202886156312E+00
+486.817600E-06,+3.232286401093E+00,+3.207009336270E+00
+486.819200E-06,+3.232286401093E+00,+3.211132516228E+00
+486.820800E-06,+3.232286401093E+00,+3.215255696187E+00
+486.822400E-06,+3.232286401093E+00,+3.219378876145E+00
+486.824000E-06,+3.171984894132E+00,+3.223502056104E+00
+486.825600E-06,+3.212185898864E+00,+3.227625236062E+00
+486.827200E-06,+3.232286401093E+00,+3.231748416020E+00
+486.828800E-06,+3.232286401093E+00,+3.235871595979E+00
+486.830400E-06,+3.232286401093E+00,+3.239994775937E+00
+486.832000E-06,+3.232286401093E+00,+3.244117955896E+00
+486.833600E-06,+3.232286401093E+00,+3.248241135854E+00
+486.835200E-06,+3.232286401093E+00,+3.252364315812E+00
+486.836800E-06,+3.292587908055E+00,+3.256487495771E+00
+486.838400E-06,+3.252386903320E+00,+3.260610675729E+00
+486.840000E-06,+3.171984894131E+00,+3.264733855688E+00
+486.841600E-06,+3.212185898866E+00,+3.268341638148E+00
+486.843200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.844800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.846400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.848000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.849600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.851200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.852800E-06,+3.171984894129E+00,+3.268341638148E+00
+486.854400E-06,+3.212185898868E+00,+3.268341638148E+00
+486.856000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.857600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.859200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.860800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.862400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.864000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.865600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.867200E-06,+3.292587908058E+00,+3.268341638148E+00
+486.868800E-06,+3.252386903317E+00,+3.268341638148E+00
+486.870400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.872000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.873600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.875200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.876800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.878400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.880000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.881600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.883200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.884800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.886400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.888000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.889600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.891200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.892800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.894400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.896000E-06,+3.232286401093E+00,+3.268341638148E+00
+486.897600E-06,+3.232286401093E+00,+3.268341638148E+00
+486.899200E-06,+3.232286401093E+00,+3.268341638148E+00
+486.900800E-06,+3.232286401093E+00,+3.268341638148E+00
+486.902400E-06,+3.232286401093E+00,+3.268341638148E+00
+486.904000E-06,+3.232286401093E+00,+3.267826240649E+00
+486.905600E-06,+3.232286401093E+00,+3.263703060691E+00
+486.907200E-06,+3.232286401093E+00,+3.259579880732E+00
+486.908800E-06,+3.232286401093E+00,+3.255456700774E+00
+486.910400E-06,+3.232286401093E+00,+3.251333520815E+00
+486.912000E-06,+3.232286401093E+00,+3.247210340857E+00
+486.913600E-06,+3.232286401093E+00,+3.243087160899E+00
+486.915200E-06,+3.232286401093E+00,+3.238963980940E+00
+486.916800E-06,+3.232286401093E+00,+3.234840800982E+00
+486.918400E-06,+3.292587908064E+00,+3.230717621023E+00
+486.920000E-06,+3.192085396340E+00,+3.226594441065E+00
+486.921600E-06,+3.212185898875E+00,+3.222471261106E+00
+486.923200E-06,+3.171984894122E+00,+3.218348081148E+00
+486.924800E-06,+3.212185898876E+00,+3.214224901189E+00
+486.926400E-06,+3.232286401093E+00,+3.210101721231E+00
+486.928000E-06,+3.232286401093E+00,+3.205978541273E+00
+486.929600E-06,+3.232286401093E+00,+3.201855361314E+00
+486.931200E-06,+3.232286401093E+00,+3.197732181356E+00
+486.932800E-06,+3.232286401093E+00,+3.193609001397E+00
