x-axis,1,REF1
+311.21600E-06,+3.15690951747E+00,+3.26834163815E+00
+311.23200E-06,+3.23228640109E+00,+3.22865603105E+00
+311.24800E-06,+3.23228640109E+00,+3.18793962896E+00
+311.26400E-06,+3.23228640109E+00,+3.18793962896E+00
+311.28000E-06,+3.23228640109E+00,+3.18793962896E+00
+311.29600E-06,+3.23228640109E+00,+3.18793962896E+00
+311.31200E-06,+3.23228640109E+00,+3.18793962896E+00
+311.32800E-06,+3.23228640109E+00,+3.18793962896E+00
+311.34400E-06,+3.23228640109E+00,+3.18793962896E+00
+311.36000E-06,+3.23228640109E+00,+3.18793962896E+00
+311.37600E-06,+3.23228640109E+00,+3.18793962896E+00
+311.39200E-06,+3.23228640109E+00,+3.18793962896E+00
+311.40800E-06,+3.22726127553E+00,+3.18793962896E+00
+311.42400E-06,+3.15690951747E+00,+3.18793962896E+00
+311.44000E-06,+3.23228640109E+00,+3.18793962896E+00
+311.45600E-06,+3.23228640109E+00,+3.18793962896E+00
+311.47200E-06,+3.23228640109E+00,+3.18793962896E+00
+311.48800E-06,+3.23228640109E+00,+3.18793962896E+00
+311.50400E-06,+3.23228640109E+00,+3.18793962896E+00
+311.52000E-06,+3.23228640109E+00,+3.18793962896E+00
+311.53600E-06,+3.23228640109E+00,+3.18793962896E+00
+311.55200E-06,+3.23228640109E+00,+3.18793962896E+00
+311.56800E-06,+3.23228640109E+00,+3.18793962896E+00
+311.58400E-06,+3.23228640109E+00,+3.18793962896E+00
+311.60000E-06,+3.23228640109E+00,+3.21113251622E+00
+311.61600E-06,+3.23228640109E+00,+3.25236431580E+00
+311.63200E-06,+3.23228640109E+00,+3.26834163815E+00
+311.64800E-06,+3.23228640109E+00,+3.26834163815E+00
+311.66400E-06,+3.23228640109E+00,+3.26834163815E+00
+311.68000E-06,+3.23228640109E+00,+3.26834163815E+00
+311.69600E-06,+3.23228640109E+00,+3.26834163815E+00
+311.71200E-06,+3.23228640109E+00,+3.26834163815E+00
+311.72800E-06,+3.23228640109E+00,+3.23690239097E+00
+311.74400E-06,+3.23228640109E+00,+3.19567059139E+00
+311.76000E-06,+3.23228640109E+00,+3.22144046612E+00
+311.77600E-06,+3.23228640109E+00,+3.26267226570E+00
+311.79200E-06,+3.23228640109E+00,+3.23277921101E+00
+311.80800E-06,+3.23228640109E+00,+3.19154741143E+00
+311.82400E-06,+3.23228640109E+00,+3.22556364607E+00
+311.84000E-06,+3.23228640109E+00,+3.26679544566E+00
+311.85600E-06,+3.23228640109E+00,+3.26834163815E+00
+311.87200E-06,+3.23228640109E+00,+3.26834163815E+00
+311.88800E-06,+3.23228640109E+00,+3.26834163815E+00
+311.90400E-06,+3.23228640109E+00,+3.26834163815E+00
+311.92000E-06,+3.23228640109E+00,+3.26834163815E+00
+311.93600E-06,+3.23228640109E+00,+3.26834163815E+00
+311.95200E-06,+3.23731152666E+00,+3.26834163815E+00
+311.96800E-06,+3.30766328472E+00,+3.26834163815E+00
+311.98400E-06,+3.23228640109E+00,+3.26834163815E+00
+312.00000E-06,+3.23228640109E+00,+3.25957988074E+00
+312.01600E-06,+3.23228640109E+00,+3.21834808116E+00
+312.03200E-06,+3.23228640109E+00,+3.19876297634E+00
+312.04800E-06,+3.23228640109E+00,+3.23999477593E+00
+312.06400E-06,+3.23228640109E+00,+3.26834163815E+00
+312.08000E-06,+3.23228640109E+00,+3.26834163815E+00
+312.09600E-06,+3.23228640109E+00,+3.25339511080E+00
+312.11200E-06,+3.23228640109E+00,+3.21216331122E+00
+312.12800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.14400E-06,+3.23228640109E+00,+3.18793962896E+00
+312.16000E-06,+3.23228640109E+00,+3.20700933626E+00
+312.17600E-06,+3.23228640109E+00,+3.24824113584E+00
+312.19200E-06,+3.23228640109E+00,+3.26834163815E+00
+312.20800E-06,+3.23228640109E+00,+3.26834163815E+00
+312.22400E-06,+3.23228640109E+00,+3.24514875089E+00
+312.24000E-06,+3.23228640109E+00,+3.20391695130E+00
+312.25600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.27200E-06,+3.23228640109E+00,+3.18793962896E+00
+312.28800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.30400E-06,+3.23228640109E+00,+3.18793962896E+00
+312.32000E-06,+3.23228640109E+00,+3.18793962896E+00
+312.33600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.35200E-06,+3.23228640109E+00,+3.21937887613E+00
+312.36800E-06,+3.23731152665E+00,+3.26061067572E+00
+312.38400E-06,+3.30766328472E+00,+3.23484080099E+00
+312.40000E-06,+3.23228640109E+00,+3.19360900141E+00
+312.41600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.43200E-06,+3.23228640109E+00,+3.18793962896E+00
+312.44800E-06,+3.23228640109E+00,+3.22556364607E+00
+312.46400E-06,+3.23228640109E+00,+3.26679544566E+00
+312.48000E-06,+3.23228640109E+00,+3.22865603106E+00
+312.49600E-06,+3.22726127553E+00,+3.18793962896E+00
+312.51200E-06,+3.15690951746E+00,+3.18793962896E+00
+312.52800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.54400E-06,+3.23228640109E+00,+3.18793962896E+00
+312.56000E-06,+3.23228640109E+00,+3.18793962896E+00
+312.57600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.59200E-06,+3.23228640109E+00,+3.18793962896E+00
+312.60800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.62400E-06,+3.23228640109E+00,+3.18793962896E+00
+312.64000E-06,+3.22726127553E+00,+3.18793962896E+00
+312.65600E-06,+3.15690951746E+00,+3.19876297634E+00
+312.67200E-06,+3.23228640109E+00,+3.23999477593E+00
+312.68800E-06,+3.23228640109E+00,+3.25545670079E+00
+312.70400E-06,+3.23228640109E+00,+3.21422490120E+00
+312.72000E-06,+3.23228640109E+00,+3.18793962896E+00
+312.73600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.75200E-06,+3.23228640109E+00,+3.18793962896E+00
+312.76800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.78400E-06,+3.23228640109E+00,+3.20700933626E+00
+312.80000E-06,+3.23228640109E+00,+3.24824113584E+00
+312.81600E-06,+3.23228640109E+00,+3.24721034087E+00
+312.83200E-06,+3.23228640109E+00,+3.20597854129E+00
+312.84800E-06,+3.23228640109E+00,+3.21113251622E+00
+312.86400E-06,+3.23228640109E+00,+3.25236431580E+00
+312.88000E-06,+3.22726127554E+00,+3.24308716091E+00
+312.89600E-06,+3.15690951746E+00,+3.20185536133E+00
+312.91200E-06,+3.23228640109E+00,+3.18793962896E+00
+312.92800E-06,+3.23228640109E+00,+3.18793962896E+00
+312.94400E-06,+3.23228640109E+00,+3.18793962896E+00
+312.96000E-06,+3.23228640109E+00,+3.18793962896E+00
+312.97600E-06,+3.23228640109E+00,+3.18793962896E+00
+312.99200E-06,+3.23228640109E+00,+3.18793962896E+00
+313.00800E-06,+3.23228640109E+00,+3.22144046611E+00
+313.02400E-06,+3.23228640109E+00,+3.26267226570E+00
+313.04000E-06,+3.23228640109E+00,+3.23277921102E+00
+313.05600E-06,+3.23228640109E+00,+3.19154741143E+00
+313.07200E-06,+3.23228640109E+00,+3.18793962896E+00
+313.08800E-06,+3.23228640109E+00,+3.18793962896E+00
+313.10400E-06,+3.23228640109E+00,+3.22762523605E+00
+313.12000E-06,+3.23228640109E+00,+3.26834163815E+00
+313.13600E-06,+3.23228640109E+00,+3.26834163815E+00
+313.15200E-06,+3.23228640109E+00,+3.26576465068E+00
+313.16800E-06,+3.23228640109E+00,+3.22453285110E+00
+313.18400E-06,+3.23228640109E+00,+3.18793962896E+00
+313.20000E-06,+3.23228640109E+00,+3.18793962896E+00
+313.21600E-06,+3.23228640109E+00,+3.19463979638E+00
+313.23200E-06,+3.23228640109E+00,+3.23587159597E+00
+313.24800E-06,+3.23228640109E+00,+3.26834163815E+00
+313.26400E-06,+3.23228640109E+00,+3.26834163815E+00
+313.28000E-06,+3.22726127554E+00,+3.26834163815E+00
+313.29600E-06,+3.15690951746E+00,+3.26834163815E+00
+313.31200E-06,+3.23228640109E+00,+3.26834163815E+00
+313.32800E-06,+3.23228640109E+00,+3.26834163815E+00
+313.34400E-06,+3.23228640109E+00,+3.25339511081E+00
+313.36000E-06,+3.23228640109E+00,+3.21216331122E+00
+313.37600E-06,+3.23228640109E+00,+3.18793962896E+00
+313.39200E-06,+3.23228640109E+00,+3.18793962896E+00
+313.40800E-06,+3.23228640109E+00,+3.20700933626E+00
+313.42400E-06,+3.23228640109E+00,+3.24824113584E+00
+313.44000E-06,+3.23228640109E+00,+3.26834163815E+00
+313.45600E-06,+3.23228640109E+00,+3.26834163815E+00
+313.47200E-06,+3.23228640109E+00,+3.24514875089E+00
+313.48800E-06,+3.23228640109E+00,+3.20391695131E+00
+313.50400E-06,+3.23228640109E+00,+3.18793962896E+00
+313.52000E-06,+3.23228640109E+00,+3.18793962896E+00
+313.53600E-06,+3.23228640109E+00,+3.18793962896E+00
+313.55200E-06,+3.23228640109E+00,+3.18793962896E+00
+313.56800E-06,+3.23228640109E+00,+3.21731728615E+00
+313.58400E-06,+3.23228640109E+00,+3.25854908574E+00
+313.60000E-06,+3.23228640109E+00,+3.23690239098E+00
+313.61600E-06,+3.23228640109E+00,+3.19567059139E+00
+313.63200E-06,+3.23228640109E+00,+3.18793962896E+00
+313.64800E-06,+3.23228640109E+00,+3.18793962896E+00
+313.66400E-06,+3.23228640109E+00,+3.18793962896E+00
+313.68000E-06,+3.23228640109E+00,+3.18793962896E+00
+313.69600E-06,+3.23228640109E+00,+3.22556364607E+00
+313.71200E-06,+3.23228640109E+00,+3.26679544565E+00
+313.72800E-06,+3.23228640109E+00,+3.26834163815E+00
+313.74400E-06,+3.23228640109E+00,+3.26834163815E+00
+313.76000E-06,+3.23228640109E+00,+3.26834163815E+00
+313.77600E-06,+3.23228640109E+00,+3.26834163815E+00
+313.79200E-06,+3.23228640109E+00,+3.26834163815E+00
+313.80800E-06,+3.23228640109E+00,+3.26834163815E+00
+313.82400E-06,+3.23228640109E+00,+3.26834163815E+00
+313.84000E-06,+3.23228640109E+00,+3.26164147073E+00
+313.85600E-06,+3.23228640109E+00,+3.22040967114E+00
+313.87200E-06,+3.23228640109E+00,+3.19670138636E+00
+313.88800E-06,+3.23228640109E+00,+3.23793318594E+00
+313.90400E-06,+3.23228640109E+00,+3.26834163815E+00
+313.92000E-06,+3.23228640109E+00,+3.26834163815E+00
+313.93600E-06,+3.23228640109E+00,+3.25545670079E+00
+313.95200E-06,+3.23228640109E+00,+3.21422490121E+00
+313.96800E-06,+3.23228640109E+00,+3.18793962896E+00
+313.98400E-06,+3.23228640109E+00,+3.18793962896E+00
+314.00000E-06,+3.23228640109E+00,+3.20494774627E+00
+314.01600E-06,+3.23228640109E+00,+3.24617954586E+00
+314.03200E-06,+3.23228640109E+00,+3.26834163815E+00
+314.04800E-06,+3.23228640109E+00,+3.26834163815E+00
+314.06400E-06,+3.23228640109E+00,+3.24721034087E+00
+314.08000E-06,+3.23228640109E+00,+3.20597854129E+00
+314.09600E-06,+3.23228640109E+00,+3.18793962896E+00
+314.11200E-06,+3.23228640109E+00,+3.18793962896E+00
+314.12800E-06,+3.23228640109E+00,+3.18793962896E+00
+314.14400E-06,+3.23228640109E+00,+3.18793962896E+00
+314.16000E-06,+3.23228640109E+00,+3.21525569617E+00
+314.17600E-06,+3.23228640109E+00,+3.25648749575E+00
+314.19200E-06,+3.23228640109E+00,+3.26834163815E+00
+314.20800E-06,+3.23228640109E+00,+3.26834163815E+00
+314.22400E-06,+3.23228640109E+00,+3.26834163815E+00
+314.24000E-06,+3.23228640109E+00,+3.26834163815E+00
+314.25600E-06,+3.23228640109E+00,+3.23484080100E+00
+314.27200E-06,+3.23228640109E+00,+3.19360900141E+00
+314.28800E-06,+3.23228640109E+00,+3.18793962896E+00
+314.30400E-06,+3.23228640109E+00,+3.18793962896E+00
+314.32000E-06,+3.23228640109E+00,+3.18793962896E+00
+314.33600E-06,+3.23228640109E+00,+3.18793962896E+00
+314.35200E-06,+3.23228640109E+00,+3.22762523605E+00
+314.36800E-06,+3.23228640109E+00,+3.26782624067E+00
+314.38400E-06,+3.23228640109E+00,+3.22659444108E+00
+314.40000E-06,+3.23228640109E+00,+3.19051661642E+00
+314.41600E-06,+3.23228640109E+00,+3.23174841600E+00
+314.43200E-06,+3.23228640109E+00,+3.26834163815E+00
+314.44800E-06,+3.23228640109E+00,+3.26834163815E+00
+314.46400E-06,+3.23228640109E+00,+3.26164147073E+00
+314.48000E-06,+3.23228640109E+00,+3.22040967115E+00
+314.49600E-06,+3.23228640109E+00,+3.19670138636E+00
+314.51200E-06,+3.23228640109E+00,+3.23793318594E+00
+314.52800E-06,+3.23228640109E+00,+3.26834163815E+00
+314.54400E-06,+3.23228640109E+00,+3.26834163815E+00
+314.56000E-06,+3.23228640109E+00,+3.26834163815E+00
+314.57600E-06,+3.23228640109E+00,+3.26834163815E+00
+314.59200E-06,+3.23228640109E+00,+3.26834163815E+00
+314.60800E-06,+3.23228640109E+00,+3.26834163815E+00
+314.62400E-06,+3.23731152664E+00,+3.25133352083E+00
+314.64000E-06,+3.30766328474E+00,+3.21010172125E+00
+314.65600E-06,+3.23228640109E+00,+3.20700933625E+00
+314.67200E-06,+3.23228640109E+00,+3.24824113584E+00
+314.68800E-06,+3.23228640109E+00,+3.24721034088E+00
+314.70400E-06,+3.23228640109E+00,+3.20597854129E+00
+314.72000E-06,+3.23228640109E+00,+3.18793962896E+00
+314.73600E-06,+3.23228640109E+00,+3.18793962896E+00
+314.75200E-06,+3.23228640109E+00,+3.21319410619E+00
+314.76800E-06,+3.23228640109E+00,+3.25442590577E+00
+314.78400E-06,+3.23228640109E+00,+3.24102557094E+00
+314.80000E-06,+3.23228640109E+00,+3.19979377135E+00
+314.81600E-06,+3.23228640109E+00,+3.18793962896E+00
+314.83200E-06,+3.23228640109E+00,+3.18793962896E+00
+314.84800E-06,+3.23228640109E+00,+3.18793962896E+00
+314.86400E-06,+3.22726127555E+00,+3.18793962896E+00
+314.88000E-06,+3.15690951745E+00,+3.22144046611E+00
+314.89600E-06,+3.23228640109E+00,+3.26267226569E+00
+314.91200E-06,+3.23228640109E+00,+3.23277921102E+00
+314.92800E-06,+3.23228640109E+00,+3.19154741144E+00
+314.94400E-06,+3.23228640109E+00,+3.18793962896E+00
+314.96000E-06,+3.23228640109E+00,+3.18793962896E+00
+314.97600E-06,+3.23228640109E+00,+3.18793962896E+00
+314.99200E-06,+3.23228640109E+00,+3.18793962896E+00
+315.00800E-06,+3.22726127555E+00,+3.18793962896E+00
+315.02400E-06,+3.15690951745E+00,+3.19051661642E+00
+315.04000E-06,+3.23228640109E+00,+3.23174841600E+00
+315.05600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.07200E-06,+3.23228640109E+00,+3.26834163815E+00
+315.08800E-06,+3.23228640109E+00,+3.26834163815E+00
+315.10400E-06,+3.23228640109E+00,+3.26834163815E+00
+315.12000E-06,+3.23228640109E+00,+3.26834163815E+00
+315.13600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.15200E-06,+3.23228640109E+00,+3.26834163815E+00
+315.16800E-06,+3.23228640109E+00,+3.26834163815E+00
+315.18400E-06,+3.22726127555E+00,+3.26834163815E+00
+315.20000E-06,+3.15690951745E+00,+3.26834163815E+00
+315.21600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.23200E-06,+3.23228640109E+00,+3.26834163815E+00
+315.24800E-06,+3.23228640109E+00,+3.25133352084E+00
+315.26400E-06,+3.23228640109E+00,+3.21010172125E+00
+315.28000E-06,+3.23228640109E+00,+3.18793962896E+00
+315.29600E-06,+3.23228640109E+00,+3.18793962896E+00
+315.31200E-06,+3.23228640109E+00,+3.20907092623E+00
+315.32800E-06,+3.23228640109E+00,+3.25030272581E+00
+315.34400E-06,+3.23228640109E+00,+3.24514875090E+00
+315.36000E-06,+3.23228640109E+00,+3.20391695131E+00
+315.37600E-06,+3.23228640109E+00,+3.18793962896E+00
+315.39200E-06,+3.23228640109E+00,+3.18793962896E+00
+315.40800E-06,+3.23731152663E+00,+3.21525569617E+00
+315.42400E-06,+3.30766328474E+00,+3.25648749575E+00
+315.44000E-06,+3.23228640109E+00,+3.26834163815E+00
+315.45600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.47200E-06,+3.23228640109E+00,+3.23690239098E+00
+315.48800E-06,+3.23228640109E+00,+3.19567059140E+00
+315.50400E-06,+3.23228640109E+00,+3.22144046610E+00
+315.52000E-06,+3.23228640109E+00,+3.26267226569E+00
+315.53600E-06,+3.22726127555E+00,+3.26834163815E+00
+315.55200E-06,+3.15690951744E+00,+3.26834163815E+00
+315.56800E-06,+3.23228640109E+00,+3.23071762104E+00
+315.58400E-06,+3.23228640109E+00,+3.18948582146E+00
+315.60000E-06,+3.23228640109E+00,+3.18793962896E+00
+315.61600E-06,+3.23228640109E+00,+3.18793962896E+00
+315.63200E-06,+3.23228640109E+00,+3.18793962896E+00
+315.64800E-06,+3.23228640109E+00,+3.18793962896E+00
+315.66400E-06,+3.23228640109E+00,+3.18793962896E+00
+315.68000E-06,+3.23228640109E+00,+3.19257820639E+00
+315.69600E-06,+3.23228640109E+00,+3.23381000598E+00
+315.71200E-06,+3.23228640109E+00,+3.26834163815E+00
+315.72800E-06,+3.23228640109E+00,+3.26834163815E+00
+315.74400E-06,+3.22726127555E+00,+3.25957988075E+00
+315.76000E-06,+3.15690951744E+00,+3.21834808117E+00
+315.77600E-06,+3.23228640109E+00,+3.19876297633E+00
+315.79200E-06,+3.23228640109E+00,+3.23999477592E+00
+315.80800E-06,+3.23228640109E+00,+3.26834163815E+00
+315.82400E-06,+3.23228640109E+00,+3.26834163815E+00
+315.84000E-06,+3.23228640109E+00,+3.26834163815E+00
+315.85600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.87200E-06,+3.23228640109E+00,+3.25133352084E+00
+315.88800E-06,+3.23228640109E+00,+3.21010172125E+00
+315.90400E-06,+3.23228640109E+00,+3.20700933625E+00
+315.92000E-06,+3.23228640109E+00,+3.24824113583E+00
+315.93600E-06,+3.23228640109E+00,+3.26834163815E+00
+315.95200E-06,+3.23228640109E+00,+3.26834163815E+00
+315.96800E-06,+3.23228640109E+00,+3.26834163815E+00
+315.98400E-06,+3.22726127555E+00,+3.26834163815E+00
+316.00000E-06,+3.15690951744E+00,+3.24308716092E+00
+316.01600E-06,+3.23228640109E+00,+3.20185536134E+00
+316.03200E-06,+3.23228640109E+00,+3.18793962896E+00
+316.04800E-06,+3.23228640109E+00,+3.18793962896E+00
+316.06400E-06,+3.23228640109E+00,+3.21731728614E+00
+316.08000E-06,+3.23228640109E+00,+3.25854908573E+00
+316.09600E-06,+3.23228640109E+00,+3.26834163815E+00
+316.11200E-06,+3.23228640109E+00,+3.26834163815E+00
+316.12800E-06,+3.23228640109E+00,+3.26834163815E+00
+316.14400E-06,+3.23228640109E+00,+3.26834163815E+00
+316.16000E-06,+3.23228640109E+00,+3.23277921103E+00
+316.17600E-06,+3.23228640109E+00,+3.19154741144E+00
+316.19200E-06,+3.23228640109E+00,+3.22556364606E+00
+316.20800E-06,+3.23228640109E+00,+3.26679544564E+00
+316.22400E-06,+3.23228640109E+00,+3.22865603107E+00
+316.24000E-06,+3.23228640109E+00,+3.18845502643E+00
+316.25600E-06,+3.23228640109E+00,+3.22968682602E+00
+316.27200E-06,+3.23228640109E+00,+3.26576465069E+00
+316.28800E-06,+3.23228640109E+00,+3.22453285111E+00
+316.30400E-06,+3.23228640109E+00,+3.19257820639E+00
+316.32000E-06,+3.23228640109E+00,+3.23381000598E+00
+316.33600E-06,+3.23228640109E+00,+3.26164147073E+00
+316.35200E-06,+3.23228640109E+00,+3.22040967115E+00
+316.36800E-06,+3.23228640109E+00,+3.19670138635E+00
+316.38400E-06,+3.23228640109E+00,+3.23793318593E+00
+316.40000E-06,+3.23228640109E+00,+3.25751829078E+00
+316.41600E-06,+3.23228640109E+00,+3.21628649119E+00
+316.43200E-06,+3.23228640109E+00,+3.18793962896E+00
+316.44800E-06,+3.23228640109E+00,+3.18793962896E+00
+316.46400E-06,+3.23228640109E+00,+3.18793962896E+00
+316.48000E-06,+3.23228640109E+00,+3.18793962896E+00
+316.49600E-06,+3.23228640109E+00,+3.20494774627E+00
+316.51200E-06,+3.23228640109E+00,+3.24617954585E+00
+316.52800E-06,+3.23228640109E+00,+3.26834163815E+00
+316.54400E-06,+3.23228640109E+00,+3.26834163815E+00
+316.56000E-06,+3.23228640109E+00,+3.26834163815E+00
+316.57600E-06,+3.23228640109E+00,+3.26834163815E+00
+316.59200E-06,+3.23228640109E+00,+3.26834163815E+00
+316.60800E-06,+3.23228640109E+00,+3.26834163815E+00
+316.62400E-06,+3.23228640109E+00,+3.26834163815E+00
+316.64000E-06,+3.23228640109E+00,+3.26834163815E+00
+316.65600E-06,+3.23228640109E+00,+3.26834163815E+00
+316.67200E-06,+3.23228640109E+00,+3.26834163815E+00
+316.68800E-06,+3.23228640109E+00,+3.26834163815E+00
+316.70400E-06,+3.23731152663E+00,+3.26834163815E+00
+316.72000E-06,+3.30766328475E+00,+3.23690239099E+00
+316.73600E-06,+3.23228640109E+00,+3.19567059140E+00
+316.75200E-06,+3.23228640109E+00,+3.18793962896E+00
+316.76800E-06,+3.23228640109E+00,+3.18793962896E+00
+316.78400E-06,+3.23228640109E+00,+3.22350205608E+00
+316.80000E-06,+3.23228640109E+00,+3.26473385566E+00
+316.81600E-06,+3.23228640109E+00,+3.23071762105E+00
+316.83200E-06,+3.23228640109E+00,+3.18948582146E+00
+316.84800E-06,+3.23228640109E+00,+3.22762523604E+00
+316.86400E-06,+3.23228640109E+00,+3.26782624067E+00
+316.88000E-06,+3.23228640109E+00,+3.22659444109E+00
+316.89600E-06,+3.23228640109E+00,+3.19051661641E+00
+316.91200E-06,+3.23228640109E+00,+3.23174841600E+00
+316.92800E-06,+3.23228640109E+00,+3.26370306072E+00
+316.94400E-06,+3.23228640109E+00,+3.22247126113E+00
+316.96000E-06,+3.23228640109E+00,+3.19463979637E+00
+316.97600E-06,+3.23228640109E+00,+3.23587159595E+00
+316.99200E-06,+3.23228640109E+00,+3.26834163815E+00
+317.00800E-06,+3.23228640109E+00,+3.26834163815E+00
+317.02400E-06,+3.23228640109E+00,+3.26834163815E+00
+317.04000E-06,+3.23228640109E+00,+3.26834163815E+00
+317.05600E-06,+3.23228640109E+00,+3.26834163815E+00
+317.07200E-06,+3.23731152662E+00,+3.26834163815E+00
+317.08800E-06,+3.30766328475E+00,+3.25339511082E+00
+317.10400E-06,+3.23228640109E+00,+3.21216331124E+00
+317.12000E-06,+3.23228640109E+00,+3.20494774627E+00
+317.13600E-06,+3.23228640109E+00,+3.24617954585E+00
+317.15200E-06,+3.23228640109E+00,+3.26834163815E+00
+317.16800E-06,+3.23228640109E+00,+3.26834163815E+00
+317.18400E-06,+3.23228640109E+00,+3.24721034088E+00
