+500.44800E-06 1
+500.44800E-06 0
+508.16000E-06 0
+508.16000E-06 1
+519.71200E-06 1
+519.71200E-06 0
+535.10400E-06 0
+535.10400E-06 1
+538.94400E-06 1
+538.94400E-06 0
+542.78400E-06 0
+542.78400E-06 1
+546.62400E-06 1
+546.62400E-06 0
+550.46400E-06 0
+550.46400E-06 1
+565.84000E-06 1
+565.84000E-06 0
+573.52000E-06 0
+573.52000E-06 1
+577.36000E-06 1
+577.36000E-06 0
+581.20000E-06 0
+581.20000E-06 1
+585.05600E-06 1
+585.05600E-06 0
+588.89600E-06 0
+588.89600E-06 1
+615.76000E-06 1
+615.76000E-06 0
+623.44000E-06 0
+623.44000E-06 1
+627.26400E-06 1
+627.26400E-06 0
+650.27200E-06 0
+650.27200E-06 1
+654.12800E-06 1
+654.12800E-06 0
+688.65600E-06 0
+688.65600E-06 1
+692.51200E-06 1
+692.51200E-06 0
+696.35200E-06 0
+696.35200E-06 1
+700.19200E-06 1
+700.19200E-06 0
+707.85600E-06 0
+707.85600E-06 1
+711.71200E-06 1
+711.71200E-06 0
+727.05600E-06 0
+727.05600E-06 1
+730.91200E-06 1
+730.91200E-06 0
+765.44000E-06 0
+765.44000E-06 1
+769.28000E-06 1
+769.28000E-06 0
+776.94400E-06 0
+776.94400E-06 1
+780.78400E-06 1
+780.78400E-06 0
+796.14400E-06 0
+796.14400E-06 1
+807.66400E-06 1
+807.66400E-06 0
+811.50400E-06 0
+811.50400E-06 1
+846.03200E-06 1
+846.03200E-06 0
+849.87200E-06 0
+849.87200E-06 1
+861.37600E-06 1
+861.37600E-06 0
+865.20000E-06 0
+865.20000E-06 1
+869.04000E-06 1
+869.04000E-06 0
+872.88000E-06 0
+872.88000E-06 1
+884.36800E-06 1
+884.36800E-06 0
+888.20800E-06 0
+888.20800E-06 1
+892.04800E-06 1
+892.04800E-06 0
+895.88800E-06 0
+895.88800E-06 1
+899.72800E-06 1
+899.72800E-06 0
+918.91200E-06 0
+918.91200E-06 1
+922.75200E-06 1
+922.75200E-06 0
+930.41600E-06 0
+930.41600E-06 1
+934.27200E-06 1
+934.27200E-06 0
+938.11200E-06 0
+938.11200E-06 1
+945.77600E-06 1
+945.77600E-06 0
+949.61600E-06 0
+949.61600E-06 1
+953.45600E-06 1
+953.45600E-06 0
+957.29600E-06 0
+957.29600E-06 1
+961.13600E-06 1
+961.13600E-06 0
+968.80000E-06 0
+968.80000E-06 1
+972.64000E-06 1
+972.64000E-06 0
+984.16000E-06 0
+984.16000E-06 1
+999.50400E-06 1
+999.50400E-06 0
+1.01867200E-03 0
+1.01867200E-03 1
+1.02636800E-03 1
+1.02636800E-03 0
+1.03020800E-03 0
+1.03020800E-03 1
+1.03787200E-03 1
+1.03787200E-03 0
+1.04171200E-03 0
+1.04171200E-03 1
+1.04936000E-03 1
+1.04936000E-03 0
+1.05320000E-03 0
+1.05320000E-03 1
+1.05704000E-03 1
+1.05704000E-03 0
+1.07238400E-03 0
+1.07238400E-03 1
+1.07622400E-03 1
+1.07622400E-03 0
+1.08004800E-03 0
+1.08004800E-03 1
+1.09155200E-03 1
+1.09155200E-03 0
+1.09923200E-03 0
+1.09923200E-03 1
